hour,sentiment,tweets,topics,sampleTweets,hashtags
Tue Jul 07 16:00:03 UTC 2015,true,515,null,null,null
Tue Jul 07 17:00:03 UTC 2015,false,309,null,null,null
Tue Jul 07 17:00:03 UTC 2015,true,477,null,null,null
Tue Jul 07 18:00:03 UTC 2015,false,593,null,null,null
Tue Jul 07 18:00:03 UTC 2015,true,419,null,null,null
Tue Jul 07 19:00:03 UTC 2015,false,325,null,null,null
Tue Jul 07 19:00:03 UTC 2015,true,357,null,null,null
Tue Jul 07 20:00:03 UTC 2015,false,267,null,null,null
Tue Jul 07 20:00:03 UTC 2015,true,353,null,null,null
Tue Jul 07 21:00:03 UTC 2015,false,228,null,null,null
Tue Jul 07 21:00:03 UTC 2015,true,331,null,null,null
Tue Jul 07 22:00:03 UTC 2015,false,314,null,null,null
Tue Jul 07 22:00:03 UTC 2015,true,345,null,null,null
Tue Jul 07 23:00:03 UTC 2015,false,296,null,null,null
Tue Jul 07 23:00:03 UTC 2015,true,339,null,null,null
Wed Jul 08 00:00:03 UTC 2015,false,275,null,null,null
Wed Jul 08 00:00:03 UTC 2015,true,160,null,null,null
Wed Jul 08 01:00:03 UTC 2015,false,110,null,null,null
Wed Jul 08 01:00:03 UTC 2015,true,126,null,null,null
Wed Jul 08 02:00:03 UTC 2015,false,113,null,null,null
Wed Jul 08 02:00:03 UTC 2015,true,182,null,null,null
Wed Jul 08 03:00:03 UTC 2015,false,180,null,null,null
Wed Jul 08 03:00:03 UTC 2015,true,182,null,null,null
Wed Jul 08 04:00:03 UTC 2015,false,189,null,null,null
Wed Jul 08 04:00:03 UTC 2015,true,191,null,null,null
Wed Jul 08 05:00:03 UTC 2015,false,142,null,null,null
Wed Jul 08 05:00:03 UTC 2015,true,229,null,null,null
Wed Jul 08 06:00:03 UTC 2015,false,260,null,null,null
Wed Jul 08 06:00:03 UTC 2015,true,282,null,null,null
Wed Jul 08 07:00:03 UTC 2015,false,264,null,null,null
Wed Jul 08 07:00:03 UTC 2015,true,370,null,null,null
Wed Jul 08 08:00:03 UTC 2015,false,279,null,null,null
Wed Jul 08 08:00:03 UTC 2015,true,581,null,null,null
Wed Jul 08 09:00:03 UTC 2015,false,460,null,null,null
Wed Jul 08 09:00:03 UTC 2015,true,672,null,null,null
Wed Jul 08 10:00:03 UTC 2015,false,330,null,null,null
Wed Jul 08 10:00:03 UTC 2015,true,479,null,null,null
Wed Jul 08 11:00:03 UTC 2015,false,751,"pti,faisalabad,pakistan,khan,banners,govt,jkt,stop,imran,work","Metro PTI supporters ki chher banti jaa rahi hai...like its a member of shareef family or something|@Alevee12 @rock_star876 please make sense, you started crying about rain and flood, pti people are so hypocrite|@javeednusrat Talk abt priorities,PTI spnt Rs. 140 mil just to play music... PTI cld have esly  dontd.  to 1000s of poors 4 food, shltr, med","faisalabadstandswithpti,pti,ms,kpkupdates,pakistan,ppp,mqm,uae,peshawar,ptikemeera"
Wed Jul 08 11:00:03 UTC 2015,true,1274,"pti,pak,time,younus,yasir,suggested,play,march,dropped,sindh",RT @RebuildPAK: #YesToRangersInSindh  It's symbolic in the rigged Sindh Assembly run by Zardari &amp; Altaf Mafia but PTI stand is cle… http://…|@ImranKhanPTI so happy for  the team Pakistan|@JavedAzizKhan One ANP boy was commenting on a Tweet contributing KP Peace to Sharif in Civies rather than Sharif in Uniform OR PTI Govt.,"faisalabadstandswithpti,pti,yestorangersinsindh,ms,nayapakistan,kp,pakistan,pmln,faisala,slvpak"
Wed Jul 08 12:00:03 UTC 2015,false,606,null,null,null
Wed Jul 08 12:00:03 UTC 2015,true,784,null,null,null
Wed Jul 08 13:00:03 UTC 2015,false,397,null,null,null
Wed Jul 08 13:00:03 UTC 2015,true,680,null,null,null
Wed Jul 08 14:00:03 UTC 2015,false,278,null,null,null
Wed Jul 08 14:00:03 UTC 2015,true,450,null,null,null
Wed Jul 08 15:00:03 UTC 2015,false,419,null,null,null
Wed Jul 08 15:00:03 UTC 2015,true,640,null,null,null
Wed Jul 08 16:00:03 UTC 2015,false,404,null,null,null
Wed Jul 08 16:00:03 UTC 2015,true,746,null,null,null
Wed Jul 08 17:00:03 UTC 2015,false,351,null,null,null
Wed Jul 08 17:00:03 UTC 2015,true,394,null,null,null
Wed Jul 08 18:00:03 UTC 2015,false,291,null,null,null
Wed Jul 08 18:00:03 UTC 2015,true,428,null,null,null
Wed Jul 08 19:00:03 UTC 2015,false,217,null,null,null
Wed Jul 08 19:00:03 UTC 2015,true,334,null,null,null
Wed Jul 08 20:00:03 UTC 2015,false,221,null,null,null
Wed Jul 08 20:00:03 UTC 2015,true,424,null,null,null
Wed Jul 08 21:00:03 UTC 2015,false,265,null,null,null
Wed Jul 08 21:00:03 UTC 2015,true,385,null,null,null
Wed Jul 08 22:00:03 UTC 2015,false,269,null,null,null
Wed Jul 08 22:00:03 UTC 2015,true,331,null,null,null
Wed Jul 08 23:00:03 UTC 2015,false,213,null,null,null
Wed Jul 08 23:00:03 UTC 2015,true,282,null,null,null
Thu Jul 09 00:00:03 UTC 2015,false,150,null,null,null
Thu Jul 09 00:00:03 UTC 2015,true,128,null,null,null
Thu Jul 09 01:00:03 UTC 2015,false,97,null,null,null
Thu Jul 09 01:00:03 UTC 2015,true,94,null,null,null
Thu Jul 09 02:00:03 UTC 2015,false,108,null,null,null
Thu Jul 09 02:00:03 UTC 2015,true,116,null,null,null
Thu Jul 09 03:00:03 UTC 2015,false,93,null,null,null
Thu Jul 09 03:00:03 UTC 2015,true,253,null,null,null
Thu Jul 09 04:00:03 UTC 2015,false,125,null,null,null
Thu Jul 09 04:00:03 UTC 2015,true,177,null,null,null
Thu Jul 09 05:00:03 UTC 2015,false,115,null,null,null
Thu Jul 09 05:00:03 UTC 2015,true,220,null,null,null
Thu Jul 09 06:00:03 UTC 2015,false,230,null,null,null
Thu Jul 09 06:00:03 UTC 2015,true,223,null,null,null
Thu Jul 09 07:00:03 UTC 2015,false,329,null,null,null
Thu Jul 09 07:00:03 UTC 2015,true,356,null,null,null
Thu Jul 09 08:00:03 UTC 2015,false,332,null,null,null
Thu Jul 09 08:00:03 UTC 2015,true,304,null,null,null
Thu Jul 09 09:00:03 UTC 2015,false,957,null,null,null
Thu Jul 09 09:00:03 UTC 2015,true,823,null,null,null
Thu Jul 09 10:00:03 UTC 2015,false,1506,null,null,null
Thu Jul 09 10:00:03 UTC 2015,true,1817,null,null,null
Thu Jul 09 11:00:03 UTC 2015,false,1207,null,null,null
Thu Jul 09 11:00:03 UTC 2015,true,1222,null,null,null
Thu Jul 09 12:00:03 UTC 2015,false,1030,null,null,null
Thu Jul 09 12:00:03 UTC 2015,true,1001,"pti,minister,kpk,corruption,arrested,govt,commission,khan,accountability,nab",Ideological workers of Pakistan Peoples Party are approaching us regularly @ImranKhanPTI|RT @ZalmayX: Haters thought it was 'josh-e-khitabat' when IK promised an independent Ehtesab Comm in KP. He stands tall today :) https://t.…|@ImranKhanPTI Sir you have set an other example for the corrupt govt that nobody is above law not even sitting minister. #TrueEhtisabInKP,"trueehtisabinkp,pti,ik,kpkupdates,trueehtesabinkp,kpk,pakistan,kp,imrankhan,kppolice"
Thu Jul 09 13:00:03 UTC 2015,false,1374,"pti,kpk,minister,arrested,corruption,commission,afridi,http,govt,khan",RT @TeamSarwar: I am glad that PTI is getting strong in those areas of Punjab where we used to be weak. Imran Khan|#BreakingNews PTI lawmakers to return salaries: Imran http://t.co/lqiCQlO2dn|RT @utvfilms: #KattiBattiKyun Coming up tomorrow! #ImranKhan #KanganaRanaut @nickadvani @EmmayEntertain http://t.co/OXdexO4KPb,"pti,trueehtisabinkp,babataeasyloadoka,kpk,pakistan,ik,ms,kpkupdates,kp,pmln"
Thu Jul 09 13:00:03 UTC 2015,true,1284,null,null,null
Thu Jul 09 14:00:03 UTC 2015,false,1025,null,null,null
Thu Jul 09 14:00:03 UTC 2015,true,1286,null,null,null
Thu Jul 09 15:00:03 UTC 2015,false,1241,null,null,null
Thu Jul 09 15:00:03 UTC 2015,true,992,null,null,null
Thu Jul 09 16:00:03 UTC 2015,false,1105,null,null,null
Thu Jul 09 16:00:03 UTC 2015,true,875,null,null,null
Thu Jul 09 17:00:03 UTC 2015,false,746,null,null,null
Thu Jul 09 17:00:03 UTC 2015,true,641,null,null,null
Thu Jul 09 18:00:03 UTC 2015,false,481,null,null,null
Thu Jul 09 18:00:03 UTC 2015,true,671,null,null,null
Thu Jul 09 19:00:03 UTC 2015,false,439,null,null,null
Thu Jul 09 19:00:03 UTC 2015,true,584,null,null,null
Thu Jul 09 20:00:03 UTC 2015,false,337,null,null,null
Thu Jul 09 20:00:03 UTC 2015,true,538,null,null,null
Thu Jul 09 21:00:03 UTC 2015,false,540,null,null,null
Thu Jul 09 21:00:03 UTC 2015,true,519,null,null,null
Thu Jul 09 22:00:03 UTC 2015,false,492,null,null,null
Thu Jul 09 22:00:03 UTC 2015,true,515,null,null,null
Thu Jul 09 23:00:03 UTC 2015,false,283,null,null,null
Thu Jul 09 23:00:03 UTC 2015,true,296,null,null,null
Fri Jul 10 00:00:03 UTC 2015,false,198,null,null,null
Fri Jul 10 00:00:03 UTC 2015,true,204,null,null,null
Fri Jul 10 01:00:03 UTC 2015,false,139,null,null,null
Fri Jul 10 01:00:03 UTC 2015,true,146,null,null,null
Fri Jul 10 02:00:03 UTC 2015,false,117,null,null,null
Fri Jul 10 02:00:03 UTC 2015,true,110,null,null,null
Fri Jul 10 03:00:03 UTC 2015,false,159,null,null,null
Fri Jul 10 03:00:03 UTC 2015,true,163,null,null,null
Fri Jul 10 04:00:03 UTC 2015,false,163,null,null,null
Fri Jul 10 04:00:03 UTC 2015,true,203,null,null,null
Fri Jul 10 05:00:03 UTC 2015,false,155,null,null,null
Fri Jul 10 05:00:03 UTC 2015,true,199,null,null,null
Fri Jul 10 06:00:03 UTC 2015,false,263,null,null,null
Fri Jul 10 06:00:03 UTC 2015,true,321,null,null,null
Fri Jul 10 07:00:03 UTC 2015,false,271,null,null,null
Fri Jul 10 07:00:03 UTC 2015,true,358,null,null,null
Fri Jul 10 08:00:03 UTC 2015,false,285,null,null,null
Fri Jul 10 08:00:03 UTC 2015,true,301,null,null,null
Fri Jul 10 09:00:03 UTC 2015,false,470,null,null,null
Fri Jul 10 09:00:03 UTC 2015,true,713,null,null,null
Fri Jul 10 10:00:03 UTC 2015,false,669,null,null,null
Fri Jul 10 10:00:03 UTC 2015,true,829,null,null,null
Fri Jul 10 11:00:03 UTC 2015,false,566,null,null,null
Fri Jul 10 11:00:03 UTC 2015,true,532,null,null,null
Fri Jul 10 12:00:03 UTC 2015,false,457,null,null,null
Fri Jul 10 12:00:03 UTC 2015,true,398,null,null,null
Fri Jul 10 13:00:03 UTC 2015,false,389,null,null,null
Fri Jul 10 13:00:03 UTC 2015,true,390,null,null,null
Fri Jul 10 14:00:03 UTC 2015,false,470,null,null,null
Fri Jul 10 14:00:03 UTC 2015,true,344,null,null,null
Fri Jul 10 15:00:03 UTC 2015,false,609,null,null,null
Fri Jul 10 15:00:03 UTC 2015,true,425,null,null,null
Fri Jul 10 16:00:03 UTC 2015,false,1262,"pti,govt,pakistan,kpk,khan,police,imran,years,minister,support","RT @PTI_tsunami: Zia-ullah Afridi case is with Ehtasab Commission sleuths. The matter was never triggered by PTI, nor would the party inter…|RT @HinaMakhdoomPTI: Myself wd IK in Chiniot jalsa #GE 2013 PTI pp 75 ticket holder @FarhanKVirk http://t.co/Mdcjf0FYLt|Being Journos you don't !  Otherwise 'Lifafists' serves you right.  https://t.co/qg7NDasQZU","kpisrisingwithkhan,pti,kpkupdates,kpk,نواز_نہاری_بهارت_کا_پجاری,ڈاکٹر_فراز,ss,pakistan,mqm,shahfarman"
Fri Jul 10 16:00:03 UTC 2015,true,1717,"pti,kpk,govt,khan,real,change,trend,day,guys,pakistan",RT @DrAyesha4: #KPIsRisingWithKhan  Khan has proved himself as dead honest towards Pakistan http://t.co/e5KZuKPkLz|RT @yasir_gillani: Attended iftaar at Haji Kot organized by Habib ur rehman &amp; #PTI candidate Manzoor Hussain.  Shabbir Minhas sb on mike ht…|@TheHerd @ESPNNY98_7FM @KingJames @NASA @PTI @SHAQ @GooglePlay @TheRock :: @DisneyPixar + @GoPro + @googlemaps : @BillGates future assets #E,"kpisrisingwithkhan,kpkupdates,kpk,pti,نواز_نہاری_بهارت_کا_پجاری,pakistan,ptc,mqmlosesdawnpoll,imrankhan,ﻧﻮﺍﺯ_ﻧﮩﺎﺭﯼ_ﺑﻬﺎﺭﺕ_ﮐﺎ_ﭘﺠﺎﺭﯼ"
Fri Jul 10 17:00:03 UTC 2015,false,465,null,null,null
Fri Jul 10 17:00:03 UTC 2015,true,746,null,null,null
Fri Jul 10 18:00:03 UTC 2015,false,412,null,null,null
Fri Jul 10 18:00:03 UTC 2015,true,905,null,null,null
Fri Jul 10 19:00:03 UTC 2015,false,488,null,null,null
Fri Jul 10 19:00:03 UTC 2015,true,723,null,null,null
Fri Jul 10 20:00:03 UTC 2015,false,554,null,null,null
Fri Jul 10 20:00:03 UTC 2015,true,627,null,null,null
Fri Jul 10 21:00:03 UTC 2015,false,336,null,null,null
Fri Jul 10 21:00:03 UTC 2015,true,500,null,null,null
Fri Jul 10 22:00:03 UTC 2015,false,416,null,null,null
Fri Jul 10 22:00:03 UTC 2015,true,505,null,null,null
Fri Jul 10 23:00:03 UTC 2015,false,404,null,null,null
Fri Jul 10 23:00:03 UTC 2015,true,552,null,null,null
Sat Jul 11 00:00:03 UTC 2015,false,274,null,null,null
Sat Jul 11 00:00:03 UTC 2015,true,349,null,null,null
Sat Jul 11 01:00:03 UTC 2015,false,183,null,null,null
Sat Jul 11 01:00:03 UTC 2015,true,158,null,null,null
Sat Jul 11 02:00:03 UTC 2015,false,123,null,null,null
Sat Jul 11 02:00:03 UTC 2015,true,177,null,null,null
Sat Jul 11 03:00:03 UTC 2015,false,116,null,null,null
Sat Jul 11 03:00:03 UTC 2015,true,159,null,null,null
Sat Jul 11 04:00:03 UTC 2015,false,106,null,null,null
Sat Jul 11 04:00:03 UTC 2015,true,134,null,null,null
Sat Jul 11 05:00:03 UTC 2015,false,122,null,null,null
Sat Jul 11 05:00:03 UTC 2015,true,150,null,null,null
Sat Jul 11 06:00:03 UTC 2015,false,262,null,null,null
Sat Jul 11 06:00:03 UTC 2015,true,232,null,null,null
Sat Jul 11 07:00:03 UTC 2015,false,194,null,null,null
Sat Jul 11 07:00:03 UTC 2015,true,290,null,null,null
Sat Jul 11 08:00:03 UTC 2015,false,169,null,null,null
Sat Jul 11 08:00:03 UTC 2015,true,198,null,null,null
Sat Jul 11 09:00:03 UTC 2015,false,252,null,null,null
Sat Jul 11 09:00:03 UTC 2015,true,279,null,null,null
Sat Jul 11 10:00:03 UTC 2015,false,272,null,null,null
Sat Jul 11 10:00:03 UTC 2015,true,265,null,null,null
Sat Jul 11 11:00:03 UTC 2015,false,298,null,null,null
Sat Jul 11 11:00:03 UTC 2015,true,396,null,null,null
Sat Jul 11 12:00:03 UTC 2015,false,354,null,null,null
Sat Jul 11 12:00:03 UTC 2015,true,428,null,null,null
Sat Jul 11 13:00:03 UTC 2015,false,286,null,null,null
Sat Jul 11 13:00:03 UTC 2015,true,274,null,null,null
Sat Jul 11 14:00:03 UTC 2015,false,264,null,null,null
Sat Jul 11 14:00:03 UTC 2015,true,290,null,null,null
Sat Jul 11 15:00:03 UTC 2015,false,438,null,null,null
Sat Jul 11 15:00:03 UTC 2015,true,368,null,null,null
Sat Jul 11 16:00:03 UTC 2015,false,385,null,null,null
Sat Jul 11 16:00:03 UTC 2015,true,383,null,null,null
Sat Jul 11 17:00:03 UTC 2015,false,546,null,null,null
Sat Jul 11 17:00:03 UTC 2015,true,767,null,null,null
Sat Jul 11 18:00:03 UTC 2015,false,360,null,null,null
Sat Jul 11 18:00:03 UTC 2015,true,390,null,null,null
Sat Jul 11 19:00:03 UTC 2015,false,432,null,null,null
Sat Jul 11 19:00:03 UTC 2015,true,416,null,null,null
Sat Jul 11 20:00:03 UTC 2015,false,296,null,null,null
Sat Jul 11 20:00:03 UTC 2015,true,305,null,null,null
Sat Jul 11 21:00:03 UTC 2015,false,234,null,null,null
Sat Jul 11 21:00:03 UTC 2015,true,250,null,null,null
Sat Jul 11 22:00:03 UTC 2015,false,268,null,null,null
Sat Jul 11 22:00:03 UTC 2015,true,449,null,null,null
Sat Jul 11 23:00:03 UTC 2015,false,216,null,null,null
Sat Jul 11 23:00:03 UTC 2015,true,341,null,null,null
Sun Jul 12 00:00:03 UTC 2015,false,135,null,null,null
Sun Jul 12 00:00:03 UTC 2015,true,184,null,null,null
Sun Jul 12 01:00:03 UTC 2015,false,167,null,null,null
Sun Jul 12 01:00:03 UTC 2015,true,183,null,null,null
Sun Jul 12 02:00:03 UTC 2015,false,89,null,null,null
Sun Jul 12 02:00:03 UTC 2015,true,145,null,null,null
Sun Jul 12 03:00:03 UTC 2015,false,75,null,null,null
Sun Jul 12 03:00:03 UTC 2015,true,106,null,null,null
Sun Jul 12 04:00:03 UTC 2015,false,118,null,null,null
Sun Jul 12 04:00:03 UTC 2015,true,148,null,null,null
Sun Jul 12 05:00:03 UTC 2015,false,144,null,null,null
Sun Jul 12 05:00:03 UTC 2015,true,148,null,null,null
Sun Jul 12 06:00:03 UTC 2015,false,166,null,null,null
Sun Jul 12 06:00:03 UTC 2015,true,256,null,null,null
Sun Jul 12 07:00:03 UTC 2015,false,188,null,null,null
Sun Jul 12 07:00:03 UTC 2015,true,309,null,null,null
Sun Jul 12 08:00:03 UTC 2015,false,165,null,null,null
Sun Jul 12 08:00:03 UTC 2015,true,275,null,null,null
Sun Jul 12 09:00:03 UTC 2015,false,272,null,null,null
Sun Jul 12 09:00:03 UTC 2015,true,304,null,null,null
Sun Jul 12 10:00:03 UTC 2015,false,316,null,null,null
Sun Jul 12 10:00:03 UTC 2015,true,290,null,null,null
Sun Jul 12 11:00:03 UTC 2015,false,231,null,null,null
Sun Jul 12 11:00:03 UTC 2015,true,399,null,null,null
Sun Jul 12 12:00:03 UTC 2015,false,449,null,null,null
Sun Jul 12 12:00:03 UTC 2015,true,680,null,null,null
Sun Jul 12 13:00:03 UTC 2015,false,212,null,null,null
Sun Jul 12 13:00:03 UTC 2015,true,378,null,null,null
Sun Jul 12 14:00:03 UTC 2015,false,255,null,null,null
Sun Jul 12 14:00:03 UTC 2015,true,306,null,null,null
Sun Jul 12 15:00:03 UTC 2015,false,259,null,null,null
Sun Jul 12 15:00:03 UTC 2015,true,333,null,null,null
Sun Jul 12 16:00:03 UTC 2015,false,326,null,null,null
Sun Jul 12 16:00:03 UTC 2015,true,372,null,null,null
Sun Jul 12 17:00:03 UTC 2015,false,374,null,null,null
Sun Jul 12 17:00:03 UTC 2015,true,644,null,null,null
Sun Jul 12 18:00:03 UTC 2015,false,237,null,null,null
Sun Jul 12 18:00:03 UTC 2015,true,469,null,null,null
Sun Jul 12 19:00:03 UTC 2015,false,254,null,null,null
Sun Jul 12 19:00:03 UTC 2015,true,456,null,null,null
Sun Jul 12 20:00:03 UTC 2015,false,253,null,null,null
Sun Jul 12 20:00:03 UTC 2015,true,326,null,null,null
Sun Jul 12 21:00:03 UTC 2015,false,172,null,null,null
Sun Jul 12 21:00:03 UTC 2015,true,220,null,null,null
Sun Jul 12 22:00:03 UTC 2015,false,166,null,null,null
Sun Jul 12 22:00:03 UTC 2015,true,274,null,null,null
Sun Jul 12 23:00:03 UTC 2015,false,166,null,null,null
Sun Jul 12 23:00:03 UTC 2015,true,423,null,null,null
Mon Jul 13 00:00:03 UTC 2015,false,94,null,null,null
Mon Jul 13 00:00:03 UTC 2015,true,132,null,null,null
Mon Jul 13 01:00:03 UTC 2015,false,71,null,null,null
Mon Jul 13 01:00:03 UTC 2015,true,104,null,null,null
Mon Jul 13 02:00:03 UTC 2015,false,85,null,null,null
Mon Jul 13 02:00:03 UTC 2015,true,92,null,null,null
Mon Jul 13 03:00:03 UTC 2015,false,91,null,null,null
Mon Jul 13 03:00:03 UTC 2015,true,103,null,null,null
Mon Jul 13 04:00:03 UTC 2015,false,94,null,null,null
Mon Jul 13 04:00:03 UTC 2015,true,107,null,null,null
Mon Jul 13 05:00:03 UTC 2015,false,94,null,null,null
Mon Jul 13 05:00:03 UTC 2015,true,156,null,null,null
Mon Jul 13 06:00:03 UTC 2015,false,212,null,null,null
Mon Jul 13 06:00:03 UTC 2015,true,188,null,null,null
Mon Jul 13 07:00:03 UTC 2015,false,205,null,null,null
Mon Jul 13 07:00:03 UTC 2015,true,190,null,null,null
Mon Jul 13 08:00:03 UTC 2015,false,369,null,null,null
Mon Jul 13 08:00:03 UTC 2015,true,259,null,null,null
Mon Jul 13 09:00:03 UTC 2015,false,360,null,null,null
Mon Jul 13 09:00:03 UTC 2015,true,395,null,null,null
Mon Jul 13 10:00:03 UTC 2015,false,283,null,null,null
Mon Jul 13 10:00:03 UTC 2015,true,398,null,null,null
Mon Jul 13 11:00:03 UTC 2015,false,213,null,null,null
Mon Jul 13 11:00:03 UTC 2015,true,280,null,null,null
Mon Jul 13 12:00:03 UTC 2015,false,419,null,null,null
Mon Jul 13 12:00:03 UTC 2015,true,546,null,null,null
Mon Jul 13 13:00:03 UTC 2015,false,609,null,null,null
Mon Jul 13 13:00:03 UTC 2015,true,728,null,null,null
Mon Jul 13 14:00:03 UTC 2015,false,279,null,null,null
Mon Jul 13 14:00:03 UTC 2015,true,425,null,null,null
Mon Jul 13 15:00:03 UTC 2015,false,449,null,null,null
Mon Jul 13 15:00:03 UTC 2015,true,624,null,null,null
Mon Jul 13 16:00:03 UTC 2015,false,478,null,null,null
Mon Jul 13 16:00:03 UTC 2015,true,896,"pti,khan,pakistan,retweet,kpk,eid,imran,stand,agree,allah","RT @ImranKhanPTI: KP living up to PTI's environment commitments ""Earthly matters: KP’s creeping green revolution"" http://t.co/QmjuzpO6Hb|RT @KPKUpdates: #Solar powered street lights installed in #Kohat. All major streets shall be covered. 2/2 #KPKUpdates http://t.co/7sJHOIBij1|RT @SarahJawadKhan: Retweet if you want Justice for DJ Butt and FAV if you want PTI to pay him overdue 80 million Rupees #JusticeForDJButt …","noongovtneglectsidps,این_اے122_کافیصلہ_کرو,pti,glorioustalesofpakistan,muhajirshatealtafhussain,انشاءاللہ_نیا_پاکستان,kpkupdates,ik,pakistan,kpk"
Mon Jul 13 17:00:03 UTC 2015,false,323,null,null,null
Mon Jul 13 17:00:03 UTC 2015,true,691,null,null,null
Mon Jul 13 18:00:03 UTC 2015,false,314,null,null,null
Mon Jul 13 18:00:03 UTC 2015,true,441,null,null,null
Mon Jul 13 19:00:03 UTC 2015,false,267,null,null,null
Mon Jul 13 19:00:03 UTC 2015,true,363,null,null,null
Mon Jul 13 20:00:03 UTC 2015,false,177,null,null,null
Mon Jul 13 20:00:03 UTC 2015,true,349,null,null,null
Mon Jul 13 21:00:03 UTC 2015,false,283,null,null,null
Mon Jul 13 21:00:03 UTC 2015,true,265,null,null,null
Mon Jul 13 22:00:03 UTC 2015,false,229,null,null,null
Mon Jul 13 22:00:03 UTC 2015,true,276,null,null,null
Mon Jul 13 23:00:03 UTC 2015,false,186,null,null,null
Mon Jul 13 23:00:03 UTC 2015,true,199,null,null,null
Tue Jul 14 00:00:03 UTC 2015,false,138,null,null,null
Tue Jul 14 00:00:03 UTC 2015,true,155,null,null,null
Tue Jul 14 01:00:03 UTC 2015,false,85,null,null,null
Tue Jul 14 01:00:03 UTC 2015,true,127,null,null,null
Tue Jul 14 02:00:03 UTC 2015,false,68,null,null,null
Tue Jul 14 02:00:03 UTC 2015,true,166,null,null,null
Tue Jul 14 03:00:03 UTC 2015,false,75,null,null,null
Tue Jul 14 03:00:03 UTC 2015,true,123,null,null,null
Tue Jul 14 04:00:03 UTC 2015,false,161,null,null,null
Tue Jul 14 04:00:03 UTC 2015,true,154,null,null,null
Tue Jul 14 05:00:03 UTC 2015,false,152,null,null,null
Tue Jul 14 05:00:03 UTC 2015,true,184,null,null,null
Tue Jul 14 06:00:03 UTC 2015,false,174,null,null,null
Tue Jul 14 06:00:03 UTC 2015,true,225,null,null,null
Tue Jul 14 07:00:03 UTC 2015,false,200,null,null,null
Tue Jul 14 07:00:03 UTC 2015,true,215,null,null,null
Tue Jul 14 08:00:03 UTC 2015,false,237,null,null,null
Tue Jul 14 08:00:03 UTC 2015,true,286,null,null,null
Tue Jul 14 09:00:03 UTC 2015,false,254,null,null,null
Tue Jul 14 09:00:03 UTC 2015,true,391,null,null,null
Tue Jul 14 10:00:03 UTC 2015,false,529,null,null,null
Tue Jul 14 10:00:03 UTC 2015,true,381,null,null,null
Tue Jul 14 11:00:03 UTC 2015,false,293,null,null,null
Tue Jul 14 11:00:03 UTC 2015,true,336,null,null,null
Tue Jul 14 12:00:03 UTC 2015,false,435,null,null,null
Tue Jul 14 12:00:03 UTC 2015,true,542,null,null,null
Tue Jul 14 13:00:03 UTC 2015,false,228,null,null,null
Tue Jul 14 13:00:03 UTC 2015,true,477,null,null,null
Tue Jul 14 14:00:03 UTC 2015,false,220,null,null,null
Tue Jul 14 14:00:03 UTC 2015,true,336,null,null,null
Tue Jul 14 15:00:03 UTC 2015,false,265,null,null,null
Tue Jul 14 15:00:03 UTC 2015,true,327,null,null,null
Tue Jul 14 16:00:03 UTC 2015,false,212,null,null,null
Tue Jul 14 16:00:03 UTC 2015,true,392,null,null,null
Tue Jul 14 17:00:03 UTC 2015,false,270,null,null,null
Tue Jul 14 17:00:03 UTC 2015,true,367,null,null,null
Tue Jul 14 18:00:03 UTC 2015,false,323,null,null,null
Tue Jul 14 18:00:03 UTC 2015,true,346,null,null,null
Tue Jul 14 19:00:03 UTC 2015,false,425,null,null,null
Tue Jul 14 19:00:03 UTC 2015,true,522,null,null,null
Tue Jul 14 20:00:03 UTC 2015,false,354,null,null,null
Tue Jul 14 20:00:03 UTC 2015,true,304,null,null,null
Tue Jul 14 21:00:03 UTC 2015,false,245,null,null,null
Tue Jul 14 21:00:03 UTC 2015,true,325,null,null,null
Tue Jul 14 22:00:03 UTC 2015,false,289,null,null,null
Tue Jul 14 22:00:03 UTC 2015,true,414,null,null,null
Tue Jul 14 23:00:03 UTC 2015,false,500,null,null,null
Tue Jul 14 23:00:03 UTC 2015,true,382,null,null,null
Wed Jul 15 00:00:03 UTC 2015,false,331,null,null,null
Wed Jul 15 00:00:03 UTC 2015,true,284,null,null,null
Wed Jul 15 01:00:03 UTC 2015,false,201,null,null,null
Wed Jul 15 01:00:03 UTC 2015,true,163,null,null,null
Wed Jul 15 02:00:03 UTC 2015,false,189,null,null,null
Wed Jul 15 02:00:03 UTC 2015,true,121,null,null,null
Wed Jul 15 03:00:03 UTC 2015,false,187,null,null,null
Wed Jul 15 03:00:03 UTC 2015,true,137,null,null,null
Wed Jul 15 04:00:03 UTC 2015,false,205,null,null,null
Wed Jul 15 04:00:03 UTC 2015,true,235,null,null,null
Wed Jul 15 05:00:03 UTC 2015,false,404,null,null,null
Wed Jul 15 05:00:03 UTC 2015,true,441,null,null,null
Wed Jul 15 06:00:03 UTC 2015,false,592,null,null,null
Wed Jul 15 06:00:03 UTC 2015,true,485,null,null,null
Wed Jul 15 07:00:03 UTC 2015,false,678,null,null,null
Wed Jul 15 07:00:03 UTC 2015,true,551,null,null,null
Wed Jul 15 08:00:03 UTC 2015,false,857,null,null,null
Wed Jul 15 08:00:03 UTC 2015,true,921,null,null,null
